time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2023-04-21 10:51:00,123.12,123.06,123.07,26.32,3240.59,123.12,direct,
2023-04-21 10:52:00,123.14,123.06,123.12,14.56,1792.04,123.06,direct,
2023-04-21 10:53:00,123.13,123.01,123.06,115.64,14235.39,123.13,direct,
2023-04-21 10:54:00,123.13,123.09,123.13,34.96,4304.5,123.09,direct,
2023-04-21 10:55:00,123.09,123.03,123.09,32.39,3986.63,123.07,direct,
2023-04-21 10:56:00,123.07,122.99,123.07,50.74,6241.08,122.99,direct,
2023-04-21 10:57:00,122.99,122.91,122.99,91.22,11214.65,122.94,direct,
2023-04-21 10:58:00,123.05,122.94,122.94,20.93,2574.87,123.01,direct,
2023-04-21 10:59:00,123.04,122.99,123.01,36.29,4463.27,122.99,direct,
2023-04-21 11:00:00,123.03,122.93,122.99,83.8,10302.81,123.0,direct,
2023-04-21 11:01:00,123.02,122.89,123.0,66.55,8178.09,122.9,direct,
2023-04-21 11:02:00,122.91,122.88,122.9,21.1,2593.03,122.91,direct,
2023-04-21 11:03:00,122.96,122.88,122.91,31.93,3924.88,122.88,direct,
2023-04-21 11:04:00,122.88,122.77,122.88,25.43,3122.95,122.77,direct,
2023-04-21 11:05:00,122.82,122.76,122.77,122.09,14991.86,122.81,direct,
2023-04-21 11:06:00,122.86,122.81,122.81,11.15,1370.37,122.85,direct,
2023-04-21 11:07:00,122.85,122.68,122.85,93.19,11440.39,122.68,direct,
2023-04-21 11:08:00,122.68,122.6,122.68,89.91,11024.6,122.61,direct,
2023-04-21 11:09:00,122.61,122.55,122.61,39.21,4806.51,122.59,direct,
2023-04-21 11:10:00,122.59,122.57,122.59,38.84,4760.13,122.57,direct,
2023-04-21 11:11:00,122.57,122.46,122.57,93.44,11448.11,122.48,direct,
2023-04-21 11:12:00,122.56,122.48,122.48,20.63,2527.93,122.52,direct,
2023-04-21 11:13:00,122.53,122.47,122.52,35.42,4338.89,122.48,direct,
2023-04-21 11:14:00,122.48,122.46,122.48,13.71,1678.37,122.47,direct,
2023-04-21 11:15:00,122.49,122.38,122.47,38.67,4733.03,122.4,direct,
2023-04-21 11:16:00,122.44,122.4,122.4,17.74,2171.75,122.4,direct,
2023-04-21 11:17:00,122.4,122.36,122.4,10.44,1278.77,122.39,direct,
2023-04-21 11:18:00,122.52,122.39,122.39,11.44,1401.7,122.52,direct,
2023-04-21 11:19:00,122.67,122.52,122.52,24.82,3044.19,122.63,direct,
2023-04-21 11:20:00,122.66,122.32,122.63,148.88,18237.18,122.32,direct,
2023-04-21 11:21:00,122.5,122.28,122.32,49.8,6095.14,122.5,direct,
2023-04-21 11:22:00,122.57,122.5,122.5,22.31,2734.31,122.56,direct,
2023-04-21 11:23:00,122.63,122.56,122.56,14.52,1781.46,122.63,direct,
2023-04-21 11:24:00,122.66,122.6,122.63,9.638,1181.52,122.66,direct,
2023-04-21 11:25:00,122.68,122.66,122.66,4.249,521.09,122.67,direct,
2023-04-21 11:26:00,122.73,122.67,122.67,31.09,3815.04,122.72,direct,
2023-04-21 11:27:00,122.77,122.71,122.72,86.06,10564.02,122.77,direct,
2023-04-21 11:28:00,122.77,122.68,122.77,84.27,10338.1,122.68,direct,
2023-04-21 11:29:00,122.68,122.63,122.68,157.12,19265.12,122.64,direct,
2023-04-21 11:30:00,122.64,122.57,122.64,44.84,5496.04,122.57,direct,
2023-04-21 11:31:00,122.6,122.57,122.57,25.0,3063.86,122.59,direct,
2023-04-21 11:32:00,122.75,122.59,122.59,140.36,17214.92,122.75,direct,
2023-04-21 11:33:00,122.82,122.75,122.75,22.4,2750.31,122.82,direct,
2023-04-21 11:34:00,122.82,122.75,122.82,25.34,3112.41,122.75,direct,
2023-04-21 11:35:00,122.83,122.75,122.75,21.02,2581.33,122.82,direct,
2023-04-21 11:36:00,122.83,122.76,122.82,45.96,5641.79,122.76,direct,
2023-04-21 11:37:00,122.76,122.74,122.76,11.77,1445.37,122.74,direct,
